,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
166,ce8a150b-cd34-4ccc-85e6-49cc77af6ec4,Carole Egger,https://play-lh.googleusercontent.com/a/ACg8ocJteciHPilpio7zGIZa6OtM-P4kJktSIpV31yx0lGtb=mo,Très facile d'accès. TB,5,0,24.10.1,2024-03-19 12:44:52,,,24.10.1
167,1393fa48-0bfc-4558-ab83-b3f79041782e,Emilie Bourgois,https://play-lh.googleusercontent.com/a/ACg8ocI3iGF0Aivn0WpKQvUUhQjq945Alfid6AB76OmqNCtl=mo,Impeccable,5,0,24.6.1,2024-03-19 12:43:27,,,24.6.1
168,32649793-4c41-4577-ac67-55d7388bf4cb,BOUFFARD CHRISTEL,https://play-lh.googleusercontent.com/a/ACg8ocIgNYhg7Jv6l8v5CsrqYhwM6GfQU6TE7W6BZ3PrtiK8=mo,Parfait 👍,5,0,24.10.1,2024-03-19 12:42:54,,,24.10.1
169,ced19e66-c12b-4a3e-a92d-3c4423863daf,Nicolas Parigot,https://play-lh.googleusercontent.com/a/ACg8ocLTGtMCLpYxSP4CjNGmL8ibteMJHwWvwFKIZIqwL1H6=mo,Parfait,5,0,24.10.1,2024-03-19 12:41:30,,,24.10.1
170,da28a89d-75d6-4eb6-81f1-dba7e15c7724,Brugitte Meunier,https://play-lh.googleusercontent.com/a/ACg8ocI57BY33Ws7uE2Fia8XefboCDZPt1aoMsu9MtXMYPss=mo,"Parfait, livraison rapide et l'article est très bien",5,0,24.10.1,2024-03-19 12:40:58,,,24.10.1
171,c517edd7-4fb2-418c-ae3e-865a9fff1650,Sophie REGIMBART,https://play-lh.googleusercontent.com/a/ACg8ocKmSkSO-gAQjT9dUVXUql3va4O5u6ECXTZkMXGUUTLQ=mo,"Envoi rapide, article en excellent état, conforme à la photo",5,0,24.10.1,2024-03-19 12:31:36,,,24.10.1
172,6e1bd3ab-b2b8-464e-ad1b-b302a03bddbe,Anna Wiak,https://play-lh.googleusercontent.com/a/ACg8ocI9ilv2kL6YzZBruA9qe2RQutM-IW5dUvUGFgk9ll6b=mo,Pour une première expérience je trouve l'application superbe et facile d'emploi 👍👍,5,0,24.8.2,2024-03-19 12:26:54,,,24.8.2
173,15b60613-d230-4af1-a46d-16f464f6a425,marie line belot,https://play-lh.googleusercontent.com/a/ACg8ocLt9JB4SKS0d9SPkx2GF9zLvj69u8CHVpC1x0RWlnxA=mo,Très belle robe Merci,4,0,24.10.1,2024-03-19 12:20:39,,,24.10.1
174,6c481e78-b26d-4b4a-8a54-38b0a088ab89,Damien Nemoz,https://play-lh.googleusercontent.com/a/ACg8ocLo9YJYohXA4q7gRQ_z7UBy-kYfzp2qufaAm7D_ii15=mo,Très bonne transaction merci beaucoup et à bientôt 🙂,5,0,24.7.0,2024-03-19 12:19:49,,,24.7.0
175,84342eff-54c1-4b8d-9a59-7397a87e372e,Viviane Bizot,https://play-lh.googleusercontent.com/a/ACg8ocJ5NPVLVmrElpfIDQEvHpA_-iN-0Q27RiQQNkTxw_LZ=mo,"Parfait, vêtement en bon état.",5,0,24.10.1,2024-03-19 11:55:09,,,24.10.1
176,311fe7fc-bb28-41a0-a898-7d1842dd87c7,gi joe,https://play-lh.googleusercontent.com/a/ACg8ocKJS0Ooc-UIlx0M_1qtT8_mejTXYfrhcR-7KuJ9JarC=mo,Parfait,5,0,24.10.1,2024-03-19 11:44:49,,,24.10.1
177,f11c920f-36f9-44d1-94d0-a38a8c6fe8bf,LAETITIA JEAN BAPTISTE,https://play-lh.googleusercontent.com/a/ACg8ocJF1dUwloRVFZhRXq2PqqPx_SoGpyk6hYeJZDrndb0G=mo,Parfait conforme à l'annonce 👍👍,5,0,24.10.1,2024-03-19 11:39:18,,,24.10.1
178,54bedf8d-94ee-4dd4-a13c-c2ff887f5e14,sylvana Ferrer,https://play-lh.googleusercontent.com/a/ACg8ocISd_XEUcd3jODRbLK5O5j35jZ7pbiml4aMaW1eKQU=mo,Tout est ok,5,0,24.10.1,2024-03-19 11:33:58,,,24.10.1
179,cb86a8b1-d52d-480a-b568-3045efcc57f7,Isabelle FORETNEGRE,https://play-lh.googleusercontent.com/a/ACg8ocKM72zNVoGvKFPQxGRoYmxGL0L4fQInW9rlZh93-II=mo,Parfait,5,0,24.10.1,2024-03-19 11:26:28,,,24.10.1
